"sim17_repl1_input","sim17_repl1_high","sim17_repl1_med","sim17_repl1_low","sim17_repl2_input","sim17_repl2_high","sim17_repl2_med","sim17_repl2_low"
18,17,13,22,6,4,8,6
10,10,12,15,8,1,5,3
11,13,13,4,0,0,0,0
0,0,0,0,0,0,0,1
1,1,3,0,15,16,19,54
1,0,2,3,1,4,4,0
14,10,16,5,3,2,0,0
16,13,14,13,7,6,5,18
116,83,152,17,9,23,14,3
12,12,12,34,12,17,17,9
24,26,17,18,1,0,1,0
7,2,5,0,33,28,18,14
2,1,2,3,0,0,0,0
9,17,4,1,5,10,3,10
6,3,6,0,1,2,3,1
0,0,0,0,26,23,19,28
16,15,13,3,9,9,3,6
1,0,2,0,19,13,31,10
12,15,6,7,0,0,0,0
5,4,6,13,29,26,21,19
7,2,4,0,11,14,10,8
32,46,34,38,8,11,2,32
5,6,10,5,0,0,0,0
2,9,4,3,32,33,35,28
7,4,3,4,8,4,1,3
1,1,0,0,11,16,7,32
1,1,0,0,36,40,42,13
0,0,0,0,24,18,20,31
3,0,1,0,0,0,0,1
0,0,0,0,20,15,11,19
38,40,44,6,4,0,10,0
26,29,18,14,0,0,0,0
3,3,4,3,5,10,10,6
0,0,0,1,29,32,36,9
20,29,32,12,20,17,17,14
0,0,1,1,0,0,0,0
11,7,7,0,21,22,12,51
36,42,38,59,47,40,32,37
0,0,0,0,0,0,0,0
0,0,0,0,2,2,4,3
2,2,2,1,4,4,3,7
0,1,0,1,6,5,8,5
19,26,20,19,31,29,45,20
30,28,27,21,6,8,12,11
21,25,26,15,0,0,2,0
15,15,15,13,0,0,0,0
50,43,33,43,33,33,47,36
8,13,10,10,8,7,20,4
0,0,0,0,1,1,1,0
5,7,8,3,55,53,47,8
1,0,0,0,6,4,3,4
31,29,25,82,19,19,18,17
6,5,4,12,23,25,19,1
17,10,19,27,0,0,0,0
1,8,1,4,6,5,5,6
7,1,6,1,6,7,6,0
0,0,0,0,15,5,14,27
30,29,43,15,0,3,0,1
5,9,4,5,16,14,20,2
32,43,24,20,18,15,14,18
4,6,7,0,6,8,6,0
11,4,12,1,16,11,11,4
0,1,0,0,1,4,3,0
0,0,0,0,0,0,0,0
10,11,13,7,0,0,0,0
43,43,37,112,6,9,10,6
56,41,46,41,16,18,12,25
5,5,2,1,0,0,0,0
9,11,1,9,4,10,6,14
19,26,34,20,4,7,4,5
24,8,14,5,28,30,31,15
0,0,0,0,0,0,0,0
90,88,77,246,2,1,0,1
0,0,0,0,5,6,5,10
5,2,7,2,35,36,44,104
8,5,10,1,1,0,4,1
22,24,18,21,7,5,12,9
10,9,12,8,0,0,0,0
73,87,74,109,11,12,8,13
4,8,7,17,1,0,2,1
0,0,0,0,10,4,6,2
7,10,12,1,15,12,10,30
32,34,37,101,20,15,12,6
13,23,8,7,2,4,6,4
0,0,0,0,21,18,14,37
0,0,3,1,0,0,0,0
16,12,23,25,9,16,14,3
21,20,19,11,60,52,68,71
1,0,0,0,1,3,0,4
51,48,67,29,8,3,4,10
0,0,1,0,100,92,94,38
0,0,2,0,20,16,17,19
19,19,15,2,6,11,11,7
3,2,2,0,78,82,52,82
0,0,0,0,0,1,2,1
3,4,0,0,0,0,0,0
0,1,1,0,5,5,1,5
10,6,8,2,0,0,0,0
6,2,4,11,32,23,31,17
10,9,9,0,21,19,23,19
45,29,50,24,0,0,0,0
45,39,65,45,32,35,23,1
10,4,6,9,2,1,4,1
17,15,14,20,14,13,9,1
44,48,46,37,19,10,18,3
0,0,0,0,4,3,4,3
0,0,0,0,5,8,6,6
9,7,2,2,11,12,7,0
6,6,10,3,27,40,31,13
0,0,0,0,23,28,18,12
0,0,0,0,1,1,1,1
0,4,0,1,19,21,13,1
11,8,8,5,44,37,48,86
21,14,28,23,6,10,6,10
4,1,0,8,6,4,3,5
7,11,5,6,48,39,41,55
109,98,103,124,9,12,10,12
2,2,3,0,8,8,7,8
0,0,0,0,0,0,0,0
14,13,15,12,15,11,16,14
88,87,78,191,18,15,19,20
17,29,22,14,30,36,38,17
8,3,6,3,19,19,26,28
36,35,34,45,30,25,31,21
34,31,14,56,25,30,32,60
27,35,23,7,5,0,0,1
2,2,0,0,0,0,0,0
18,17,15,16,25,30,33,77
1,1,0,5,0,0,0,0
1,2,0,3,6,7,10,10
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,11,12,6,13
1,1,0,1,8,5,9,8
22,27,20,18,0,0,0,0
10,10,8,6,0,0,0,0
48,29,21,41,56,52,48,14
7,9,7,8,14,19,11,32
1,2,1,1,1,0,1,0
1,1,0,0,0,0,0,0
9,6,9,4,19,14,17,22
0,0,0,0,21,16,28,6
4,8,11,3,6,3,5,5
3,1,2,9,63,63,82,24
15,6,8,3,3,6,0,8
1,1,5,1,0,0,0,0
4,4,6,7,0,1,0,0
31,26,32,22,0,0,0,0
79,62,61,87,0,0,0,0
108,103,118,78,36,41,42,8
5,5,7,6,3,0,2,5
34,35,21,19,1,2,3,4
2,1,1,0,2,7,2,1
19,16,14,28,4,5,9,8
16,22,18,32,32,26,31,17
13,12,23,3,7,12,9,3
16,17,12,26,24,18,22,12
3,4,7,5,18,24,16,12
1,1,0,0,36,45,56,17
20,22,16,25,4,1,4,1
3,4,3,2,4,3,2,0
8,8,11,8,0,1,1,1
1,0,0,1,26,22,24,9
14,7,17,15,37,35,42,21
48,57,60,40,1,0,2,0
9,12,10,23,2,3,2,5
1,3,1,0,3,0,5,3
0,0,1,0,4,0,1,0
21,24,26,12,2,0,2,2
0,1,1,0,12,2,11,13
0,0,1,3,0,0,1,0
6,4,4,17,52,55,49,73
62,54,53,53,9,9,5,2
16,22,15,1,12,15,11,8
0,0,0,0,3,5,2,1
21,24,24,15,0,0,0,0
2,1,1,0,3,6,4,7
16,13,13,14,0,0,1,1
94,98,91,135,1,1,2,2
0,0,0,0,0,0,0,0
0,0,0,0,29,22,26,3
2,4,0,3,0,0,0,0
0,0,0,0,38,20,34,31
0,1,2,1,21,34,46,7
5,3,3,9,4,1,4,1
8,12,11,8,4,8,1,3
3,3,4,3,1,2,0,1
0,2,3,0,3,2,1,0
31,18,22,18,0,0,0,0
0,0,0,0,4,2,6,5
4,8,6,11,5,8,1,5
13,12,12,11,4,0,1,1
2,2,1,0,19,10,15,29
3,5,10,4,65,73,84,71
10,10,14,8,7,3,8,1
0,1,0,0,1,4,3,8
10,14,13,15,14,12,11,9
3,6,8,2,53,52,60,28
21,24,18,6,3,3,3,5
36,33,42,38,3,1,6,1
11,6,9,2,27,31,31,50
12,3,8,6,20,21,18,14
2,3,2,2,13,3,5,2
24,14,16,21,89,68,100,67
12,6,5,10,33,20,43,26
0,1,0,1,22,27,22,22
6,3,8,5,0,0,0,0
11,8,5,16,37,20,36,48
2,11,4,6,0,0,0,0
6,9,6,4,0,0,0,0
9,7,8,3,11,6,8,6
17,9,12,26,12,12,9,1
0,0,0,0,4,3,2,6
0,0,0,0,53,46,66,27
26,14,16,21,75,54,71,143
8,11,6,14,4,8,5,6
0,0,1,2,62,51,55,24
67,59,49,154,65,39,60,45
15,12,10,13,5,3,10,24
38,26,33,70,0,0,0,0
12,10,13,13,21,12,9,24
19,14,19,6,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,1,3,0,28,24,15,25
0,0,0,0,7,9,9,12
67,56,76,78,0,0,0,0
0,0,0,0,40,49,44,51
28,35,19,20,0,1,1,1
0,0,0,0,4,0,1,1
5,6,6,6,57,48,62,81
0,2,3,1,57,70,60,116
0,2,1,0,22,21,15,32
2,0,0,2,12,4,7,12
22,22,20,15,1,2,0,1
11,26,21,38,18,26,28,39
0,0,0,0,0,0,0,0
13,12,19,16,7,3,9,6
21,11,30,26,0,0,0,0
0,0,0,0,31,37,31,18
60,41,76,153,30,38,27,16
70,76,80,103,23,37,29,22
0,3,5,1,2,2,1,1
1,0,1,1,40,54,34,26
6,3,6,9,7,6,5,6
16,21,16,30,5,6,3,3
4,4,6,1,4,3,5,2
10,7,16,18,44,45,53,68
1,1,3,1,32,39,34,11
1,6,2,2,27,20,24,56
18,18,20,34,5,3,10,7
1,3,5,2,15,11,18,34
44,44,56,25,4,0,1,0
0,0,0,0,76,68,75,123
91,92,81,98,20,18,20,9
2,1,0,0,19,26,14,2
11,14,9,16,0,1,0,0
0,0,0,0,0,0,0,0
8,3,5,3,2,4,4,3
33,65,29,1,0,0,0,0
1,2,1,1,8,17,14,3
6,2,3,10,9,6,4,3
14,21,14,19,0,0,0,0
0,0,0,0,55,50,49,52
0,0,1,1,16,6,11,6
0,0,0,0,0,0,1,0
15,16,13,12,13,9,17,14
86,86,102,42,7,4,6,0
2,0,0,0,5,4,8,15
1,1,0,2,38,23,26,26
20,35,20,9,0,0,0,0
0,0,0,0,24,20,30,13
46,38,52,113,19,27,24,26
4,1,2,2,1,0,0,0
0,0,0,0,6,5,2,2
11,12,15,5,127,91,122,49
2,2,1,0,0,0,0,0
0,0,0,0,13,11,22,45
0,0,0,0,0,0,0,0
12,7,18,6,17,17,11,43
8,5,6,4,21,12,10,11
2,1,5,0,48,39,46,10
36,50,39,98,22,22,30,21
1,4,3,5,0,0,0,0
51,61,57,41,0,0,0,0
2,1,3,9,11,5,12,15
0,0,0,0,1,4,6,5
12,14,8,1,7,8,6,4
16,9,13,2,6,1,1,3
44,45,31,52,110,84,81,236
1,2,4,3,12,15,6,10
13,10,18,16,2,3,1,5
30,17,23,21,0,1,0,0
1,1,1,0,0,0,0,0
1,1,1,2,0,0,0,0
4,7,9,12,20,23,25,21
0,0,0,0,28,21,39,77
0,0,0,0,0,0,2,0
6,7,9,9,27,38,30,16
2,6,2,2,27,38,30,63
0,0,0,0,37,22,42,62
1,3,3,2,19,15,14,31
1,1,1,0,0,1,0,1
38,40,54,28,1,1,1,0
0,0,0,0,10,14,9,13
10,2,2,0,6,3,6,8
0,2,0,3,25,15,25,23
0,0,0,0,4,4,6,1
6,6,17,4,47,39,55,37
5,5,3,28,61,53,69,24
29,32,24,11,5,3,1,7
98,105,77,179,5,12,8,13
8,9,8,8,100,129,111,76
0,0,0,0,7,8,4,13
2,3,3,3,18,17,10,3
20,22,22,15,0,0,0,1
11,5,4,7,4,6,6,5
12,10,20,34,8,6,10,21
0,0,0,0,6,3,3,4
37,32,49,41,37,47,31,58
0,0,0,0,19,23,21,14
0,1,1,0,1,0,1,0
44,52,44,43,0,1,0,0
3,4,1,8,1,3,7,10
1,2,2,2,6,3,6,4
0,0,1,0,0,0,0,0
2,5,2,2,6,13,17,2
17,20,14,9,41,40,36,4
0,0,0,0,0,0,0,0
29,22,27,25,1,1,0,4
58,67,52,10,26,43,23,33
12,9,13,23,63,59,90,20
22,24,13,16,7,4,2,16
22,37,22,27,18,13,15,18
0,0,0,0,1,2,1,1
1,0,2,1,5,1,2,1
12,14,18,40,32,26,25,4
4,10,6,4,3,3,5,0
39,44,43,26,0,0,0,0
10,9,8,3,10,6,7,4
16,31,29,44,11,14,15,3
1,1,3,3,32,29,30,3
2,2,1,0,0,1,0,2
15,21,19,17,0,0,0,0
0,0,0,0,82,80,97,50
20,15,25,37,5,4,4,2
2,2,2,1,9,16,15,2
5,2,3,1,0,2,1,1
9,12,10,28,15,10,15,10
10,7,10,3,88,95,80,110
43,37,44,3,3,3,5,13
0,0,0,0,24,26,12,42
11,17,8,5,12,13,13,23
13,17,11,13,12,9,17,18
1,1,0,3,25,16,32,35
45,54,46,48,13,13,14,4
4,2,2,0,19,28,18,10
74,82,78,33,29,18,25,40
0,1,0,2,0,0,0,0
2,5,4,1,18,26,23,19
7,13,12,14,34,18,18,41
0,0,0,0,41,42,58,48
42,56,33,161,5,3,2,8
50,50,64,52,10,6,7,4
60,61,87,58,21,21,22,9
1,1,1,1,74,68,87,19
16,17,20,26,2,2,0,2
17,10,12,3,0,1,0,0
0,0,0,0,10,12,21,25
18,15,18,44,40,52,40,5
10,11,11,3,2,1,2,2
0,1,2,0,14,10,14,13
2,6,3,1,0,0,0,0
0,0,0,0,25,28,25,9
13,16,20,19,1,0,0,0
0,0,0,0,0,0,0,0
12,11,14,0,0,0,0,0
3,11,7,1,0,3,5,1
14,24,14,27,16,17,18,4
4,8,3,9,9,9,8,6
18,31,26,41,0,0,0,0
16,20,21,18,0,0,0,0
28,18,25,13,77,76,94,51
8,7,9,16,52,36,56,52
1,1,3,3,0,0,0,0
18,25,30,9,0,2,0,1
8,5,8,3,18,17,14,20
22,37,27,40,103,84,95,61
26,29,41,49,1,1,2,8
42,45,38,37,0,0,2,0
81,104,75,39,9,15,13,6
19,30,22,3,0,0,1,0
44,37,45,38,0,7,3,8
11,14,10,7,32,39,39,37
14,18,12,8,5,3,3,2
1,2,2,2,13,13,14,19
10,8,7,14,23,26,40,20
3,1,2,0,0,0,0,0
0,0,0,1,8,7,11,5
7,8,12,9,2,1,2,4
5,6,5,6,15,20,13,17
35,35,30,17,18,25,19,1
14,16,12,11,17,15,17,23
3,6,7,2,54,22,42,156
12,5,9,6,0,0,0,0
0,0,1,0,0,0,0,0
63,44,75,79,7,5,11,21
0,0,0,0,62,56,51,82
25,25,29,11,21,20,14,1
10,2,7,1,56,50,31,65
2,2,1,3,0,0,0,0
0,0,2,0,31,23,24,53
7,14,4,1,1,0,2,0
25,15,9,26,86,85,99,156
8,7,4,14,1,3,2,1
5,11,9,8,3,2,2,7
13,12,11,9,19,16,12,24
25,23,15,12,1,4,2,0
13,15,6,9,0,0,0,0
2,3,2,5,0,0,0,0
8,11,16,5,19,15,14,5
49,59,51,103,18,36,24,13
5,5,6,17,10,12,11,17
84,80,82,3,0,0,0,0
0,2,0,0,2,2,3,6
37,53,41,145,2,4,5,1
16,20,9,16,16,20,33,8
11,16,17,12,10,10,3,1
1,0,0,0,33,36,41,25
23,19,29,13,11,11,8,12
31,24,36,7,84,93,105,18
0,0,0,1,0,0,0,0
12,10,12,8,10,8,15,1
35,38,46,32,0,0,0,0
1,3,4,3,2,2,3,3
0,0,0,0,0,2,1,8
75,59,53,113,25,38,22,23
0,0,0,0,3,4,4,1
15,18,26,85,0,0,0,0
31,30,29,80,0,0,0,0
107,89,122,141,7,12,8,29
15,12,10,3,44,34,40,41
6,0,0,1,2,0,1,0
1,1,3,2,128,111,87,51
12,18,17,14,1,0,0,0
6,4,9,0,3,7,6,11
18,23,18,22,0,0,0,0
22,31,23,25,18,4,18,72
44,34,39,10,5,1,5,7
0,0,0,2,8,12,16,13
32,22,17,49,9,4,8,5
2,0,2,1,43,45,41,110
3,5,4,4,10,9,5,17
6,12,12,12,48,36,43,19
94,65,83,41,3,4,5,4
2,6,7,4,5,6,2,3
68,64,87,33,0,0,0,0
14,18,11,2,38,34,23,27
0,0,0,0,8,7,7,9
17,21,17,10,115,92,121,16
1,2,0,2,53,45,50,120
12,6,8,16,31,19,20,3
29,25,46,45,12,11,15,37
1,0,0,5,0,0,0,1
83,81,66,148,0,1,0,4
0,0,0,1,18,6,19,28
12,17,29,0,6,4,9,5
0,0,0,0,9,9,8,0
1,1,1,0,0,0,0,0
24,28,25,2,24,26,25,7
18,9,9,55,3,9,7,7
90,69,60,130,5,1,8,1
29,25,28,42,0,0,0,0
4,5,9,4,4,9,6,3
2,6,2,0,151,136,122,40
53,62,58,82,7,1,8,2
26,32,27,31,3,4,1,5
2,6,2,2,4,7,3,12
0,0,0,0,4,2,6,17
58,62,54,116,1,1,1,0
0,0,0,0,7,11,10,2
17,13,14,9,11,11,12,18
9,5,8,0,16,24,10,2
5,5,4,0,0,2,1,0
0,0,0,2,6,1,5,4
51,42,50,75,1,2,4,1
21,12,31,10,8,9,8,7
22,23,28,39,0,0,0,0
0,0,0,0,15,24,21,5
17,13,25,31,7,3,6,16
2,1,0,3,0,0,0,0
0,0,0,1,0,0,0,0
11,8,12,23,42,56,48,8
0,0,0,0,14,14,18,14
47,24,26,32,1,2,0,2
2,1,2,0,190,188,185,12
57,45,44,145,2,1,4,4
4,1,5,3,5,2,1,0
20,19,15,16,45,49,40,66
38,45,33,81,2,1,0,0
6,9,6,3,7,7,10,28
5,3,7,12,14,13,13,10
14,16,20,8,37,46,37,106
0,0,1,0,14,4,16,6
62,67,67,32,15,10,15,5
52,41,49,31,3,0,0,0
14,17,19,2,24,31,17,9
3,1,0,1,1,1,2,0
22,21,20,98,22,14,25,26
9,7,18,7,10,11,5,3
5,5,6,5,2,1,3,0
8,12,10,5,29,24,34,30
0,0,0,0,3,7,3,11
88,93,83,74,2,1,1,0
18,26,12,4,0,0,0,0
0,0,0,0,54,43,46,5
10,16,12,5,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,6,5,5,5
3,2,2,0,11,17,15,6
8,12,13,7,1,1,0,0
16,10,16,41,20,22,20,19
34,29,34,8,0,0,0,0
0,0,0,0,0,0,0,0
46,45,54,22,2,1,3,1
28,14,16,5,2,9,7,6
0,0,0,0,43,46,30,49
41,49,39,28,2,5,2,0
11,11,6,8,0,0,0,0
3,2,4,4,0,2,1,1
14,19,18,29,1,0,2,0
0,0,0,0,53,45,48,41
5,8,10,14,1,0,1,0
1,0,1,0,2,1,0,1
4,1,3,2,0,0,0,0
7,13,11,17,19,17,22,32
33,28,34,37,1,0,1,0
18,19,22,49,0,0,0,0
19,20,21,2,32,39,34,120
3,12,5,8,2,3,4,21
46,52,46,26,0,0,0,0
4,7,4,3,0,1,0,0
2,2,0,1,17,13,11,3
0,0,0,0,17,24,23,5
4,7,5,0,9,12,13,3
8,13,11,5,0,0,0,0
14,12,7,19,0,0,0,0
10,12,11,4,1,2,1,2
14,16,13,22,0,0,2,1
18,23,26,25,0,0,0,0
1,2,3,12,1,0,2,0
28,32,21,18,0,0,0,0
0,0,0,0,46,47,27,13
14,8,9,3,27,25,29,1
1,2,1,0,6,13,8,1
37,32,27,3,15,13,17,4
9,8,15,29,2,3,3,3
109,96,78,57,4,2,1,3
23,35,28,33,11,14,9,17
0,0,0,0,1,2,0,0
106,101,106,52,24,19,26,25
2,4,8,0,0,0,0,0
4,12,10,22,15,7,12,15
0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1
19,24,15,36,53,53,58,0
62,79,53,16,47,58,32,57
1,5,4,3,0,0,0,0
9,12,13,2,33,48,38,84
10,18,2,16,0,1,0,1
1,1,0,0,9,18,13,5
14,16,24,28,9,5,5,0
11,14,7,5,11,13,7,0
0,0,0,0,0,0,0,0
12,15,5,5,29,23,25,9
90,93,118,176,11,12,13,33
6,6,3,8,10,14,17,27
13,19,16,24,18,29,21,30
13,10,10,39,5,2,3,4
15,5,10,17,24,11,19,33
41,32,57,94,16,25,29,26
14,10,11,21,0,0,0,0
4,4,4,0,3,3,5,4
12,3,5,3,0,0,0,1
48,53,49,110,1,2,2,0
2,6,3,2,3,6,8,3
48,83,45,64,0,0,0,8
11,4,9,0,12,7,9,12
1,0,0,2,38,23,38,30
23,17,22,40,21,14,18,17
74,67,63,133,5,9,14,6
1,0,1,4,33,41,37,26
27,26,26,15,27,25,33,18
26,12,36,11,0,0,0,0
13,10,9,7,2,2,0,5
6,3,4,4,1,2,7,5
21,24,17,50,52,50,49,38
1,2,0,1,0,1,1,1
11,11,17,34,0,0,0,0
18,12,36,22,54,41,55,19
0,0,0,0,32,26,30,37
2,3,5,2,48,53,42,15
22,17,20,6,44,59,30,24
5,9,1,1,12,11,6,27
10,8,8,8,0,0,0,0
0,1,1,0,0,0,0,0
29,10,14,33,18,10,14,4
27,23,27,16,19,20,20,1
76,72,60,62,87,102,88,46
74,66,77,41,16,15,22,3
75,60,63,28,0,1,0,0
0,0,0,0,12,7,15,3
3,10,4,4,19,30,17,7
45,61,62,22,56,44,53,84
21,11,17,6,4,2,4,2
0,1,0,0,9,7,5,11
10,15,16,7,19,21,29,27
33,28,25,44,1,0,2,1
0,0,0,0,10,20,5,13
5,0,4,2,13,18,14,12
0,0,0,0,5,3,5,6
0,0,0,0,23,18,19,3
0,0,0,0,13,11,9,1
9,5,10,19,3,0,2,5
18,21,30,13,19,13,16,16
0,0,0,0,3,0,1,1
6,11,6,2,21,16,22,30
0,0,0,0,0,0,0,0
17,11,20,22,0,0,0,0
11,10,6,5,0,3,0,2
20,16,17,1,52,40,66,25
1,2,0,1,0,1,1,1
3,1,1,1,1,0,1,0
19,22,23,21,69,56,65,8
95,71,105,112,1,1,0,0
15,16,11,13,2,0,0,1
11,26,14,16,24,23,17,45
32,35,22,24,0,0,0,0
0,0,0,0,43,45,23,56
0,0,0,0,6,11,4,7
2,0,0,1,13,8,18,18
0,3,2,0,9,9,4,10
12,12,18,36,8,4,3,5
35,29,31,14,0,0,0,0
32,20,14,14,0,0,0,0
11,5,7,5,1,7,6,2
9,3,6,11,1,2,3,1
9,3,6,1,0,1,0,2
1,1,3,1,7,7,7,5
3,1,1,2,3,1,2,1
15,7,17,23,6,6,8,1
172,186,176,169,5,2,6,1
92,82,93,55,0,0,0,0
2,4,1,0,1,0,0,0
0,0,0,0,0,0,0,0
21,19,34,24,0,0,0,0
4,9,7,15,9,5,5,5
31,19,22,32,11,11,10,17
29,39,32,20,6,4,7,17
6,6,4,5,48,55,60,64
51,51,45,49,21,18,19,12
34,27,37,37,2,0,0,1
0,0,0,0,1,0,1,0
0,0,0,0,17,12,22,36
0,0,1,0,0,0,0,0
12,8,5,1,0,0,0,0
82,98,94,56,0,0,0,0
7,9,6,4,8,13,5,0
0,0,0,0,3,3,3,1
3,3,6,17,5,1,3,2
0,0,0,0,4,0,4,3
4,1,2,3,0,1,2,1
5,2,4,3,6,11,9,2
6,7,5,14,79,70,102,102
8,15,21,30,0,0,0,0
9,6,18,37,0,0,0,0
0,0,0,0,0,0,0,0
18,18,28,17,16,6,13,21
8,5,8,4,3,5,2,2
10,12,13,27,43,43,33,12
1,2,2,2,12,10,9,15
23,22,26,18,28,27,20,24
0,0,0,0,0,0,2,1
0,3,4,1,6,6,11,8
37,47,39,13,0,0,0,0
31,26,22,5,0,0,0,0
4,8,2,3,79,99,82,149
17,12,23,20,7,5,4,5
18,10,30,1,10,10,18,3
3,2,1,2,0,0,0,0
8,10,5,6,22,30,20,9
84,84,75,127,8,8,4,4
3,4,4,1,87,98,95,159
38,34,28,28,21,39,22,9
5,0,4,0,14,18,21,19
8,4,6,9,5,1,0,5
25,19,21,12,9,11,11,6
4,2,2,3,3,3,3,4
4,4,8,2,5,2,8,12
0,0,0,0,1,0,1,0
6,9,18,26,0,0,0,0
2,2,2,2,11,7,5,0
4,4,2,2,7,13,9,19
3,8,5,2,9,8,4,13
0,0,0,0,7,4,0,13
17,22,22,2,16,14,21,14
5,7,11,2,2,1,1,0
0,0,0,0,28,27,23,21
0,0,0,0,42,32,27,167
30,34,25,29,23,32,18,32
1,0,2,0,125,123,91,91
18,19,16,18,0,3,0,1
3,6,6,11,4,3,2,4
0,0,0,0,12,23,20,19
24,18,17,0,84,61,91,49
14,15,13,6,5,3,2,0
4,5,4,4,17,11,22,8
21,23,12,7,3,4,0,1
10,8,8,33,3,0,0,0
12,13,9,9,14,15,14,25
84,52,84,68,9,7,8,3
2,2,1,5,30,27,34,41
7,7,5,0,30,30,23,2
9,12,9,9,16,16,14,19
4,1,1,5,6,3,1,3
30,30,31,56,0,0,0,0
22,34,13,0,6,5,14,3
11,11,15,13,7,7,4,1
168,172,152,239,1,4,4,1
7,15,3,7,8,14,10,11
0,0,0,0,57,56,53,124
14,10,15,16,94,93,90,20
2,1,6,9,14,24,27,5
109,125,124,298,0,0,0,0
26,16,29,9,2,6,7,6
2,3,1,3,18,8,14,18
57,42,63,49,18,18,26,16
0,1,1,0,0,2,1,3
0,0,2,2,28,23,17,54
9,8,2,2,26,23,23,11
4,2,10,17,16,17,17,20
0,0,1,1,0,2,1,1
10,2,4,4,5,6,3,1
8,26,15,6,5,7,8,5
2,2,1,1,9,17,12,25
50,57,51,34,5,5,6,0
0,0,0,0,15,14,22,13
0,0,0,0,6,11,7,8
10,5,14,4,15,10,14,10
29,34,19,9,0,2,3,1
57,51,47,72,14,15,15,5
17,17,23,58,16,8,20,3
24,24,24,28,17,17,11,32
9,5,7,18,0,0,0,0
7,0,5,2,0,3,1,5
40,33,43,73,0,0,0,0
10,6,12,3,7,1,6,2
25,36,45,80,3,0,2,3
115,104,120,164,27,31,32,55
9,12,15,15,13,4,6,8
13,11,10,2,14,14,7,15
7,9,7,2,17,26,26,34
2,5,7,7,9,11,14,17
30,26,22,31,0,0,0,0
47,32,53,26,16,15,18,8
14,14,6,11,37,23,36,37
26,26,26,21,0,0,0,0
10,22,17,22,2,0,1,0
0,0,0,1,0,0,0,0
5,8,6,10,0,3,1,3
17,34,28,68,5,11,4,8
11,7,22,13,0,0,0,0
3,3,2,4,2,5,8,3
0,0,1,1,0,0,0,0
5,7,6,1,19,18,18,31
8,9,14,7,4,7,11,12
7,8,10,8,41,48,43,12
7,5,8,0,48,53,61,76
3,4,2,0,1,0,2,0
5,10,8,10,31,17,34,20
3,2,3,0,3,3,2,1
0,1,0,0,8,6,12,18
4,2,2,2,15,6,14,4
18,12,20,9,15,12,15,4
0,0,0,0,21,17,24,42
0,0,0,0,13,12,11,14
1,0,2,1,0,1,1,0
6,6,4,0,19,15,23,7
5,8,5,12,0,0,0,0
0,0,0,0,9,10,13,6
2,3,0,0,30,26,29,36
6,1,4,2,26,27,46,20
71,87,46,31,39,41,29,32
2,1,3,3,23,20,25,9
13,20,16,3,0,0,0,0
19,12,10,13,6,6,6,2
13,8,10,17,12,8,15,20
21,24,43,18,13,15,19,20
52,38,42,20,5,7,3,8
0,0,0,0,7,4,3,1
17,16,12,2,4,2,4,5
0,0,0,0,19,23,22,53
0,0,0,0,122,98,114,121
7,9,1,4,12,22,18,4
0,1,0,0,25,28,20,59
0,0,0,0,4,0,1,2
37,31,28,21,11,14,12,31
8,11,4,19,68,68,80,59
25,23,24,40,48,43,43,10
105,82,78,88,27,36,40,28
7,16,11,38,8,7,18,15
1,4,1,1,0,0,0,0
0,0,0,0,6,5,5,9
4,13,12,7,1,11,12,7
65,36,45,38,12,12,13,4
11,4,10,7,20,17,6,18
0,0,0,0,35,33,42,54
0,0,0,0,27,16,37,26
0,0,0,0,37,34,43,20
2,3,9,11,5,3,6,6
4,4,4,1,44,41,48,45
6,0,4,9,2,2,2,2
8,10,8,23,1,0,0,0
1,0,1,1,54,67,53,32
23,26,22,10,1,0,1,1
0,0,0,0,26,17,21,31
8,5,12,25,27,21,28,52
16,16,24,12,4,5,3,13
24,34,25,19,5,6,6,5
0,0,0,2,2,5,2,5
0,0,0,0,14,18,22,12
16,19,18,10,3,0,0,0
4,2,2,0,11,14,8,13
37,22,34,25,10,6,8,4
5,3,2,9,23,16,20,12
2,5,3,0,27,28,23,32
0,0,0,0,19,15,11,34
86,66,72,49,4,6,9,24
12,14,7,7,5,1,3,6
43,53,37,18,3,2,1,0
16,14,17,5,16,11,12,6
83,75,70,50,1,1,1,0
0,0,0,0,23,18,18,22
27,16,34,86,0,0,0,1
25,19,21,40,24,17,12,10
14,20,17,18,29,19,17,6
11,8,13,16,20,13,14,12
24,20,19,15,11,10,11,18
10,14,6,9,78,67,81,64
0,0,0,0,50,37,36,66
20,17,13,7,54,55,56,70
49,49,46,26,10,7,11,3
34,40,26,32,15,16,17,20
0,0,0,0,22,21,23,16
1,6,5,2,20,15,14,24
0,0,1,0,0,2,2,0
49,55,41,31,16,18,15,6
1,1,0,0,0,2,1,0
9,2,5,10,44,42,29,13
8,11,23,4,22,38,18,5
5,7,6,0,44,43,49,6
2,1,1,1,70,69,68,52
0,0,0,0,3,2,1,4
26,30,29,0,15,20,22,10
0,1,4,2,0,0,0,0
23,21,16,50,38,40,37,174
0,0,0,0,23,48,33,23
5,9,4,1,0,0,0,0
3,3,5,2,47,58,55,1
