"sim1_repl1_before","sim1_repl1_after","sim1_repl2_before","sim1_repl2_after"
1416,1286,1470,2088
2232,1269,2506,2453
1784,2449,1631,2760
1601,3265,1743,1391
708,784,661,860
2376,3151,3085,948
2430,2112,3721,3201
1985,662,2559,2090
837,918,1004,1457
701,1038,1078,1175
4491,3413,4341,3164
742,505,1638,2224
727,1031,625,515
3176,4498,3767,5779
1222,2239,1058,1166
84,126,0,0
939,1232,1121,1129
1397,1533,1660,1918
842,916,1261,1005
1014,1086,1316,2331
2682,3935,2720,3243
602,777,708,489
130,81,106,46
286,484,445,456
995,1240,777,900
2654,3246,3054,5470
896,968,1957,2160
2971,3280,3989,4938
1952,3162,3427,3107
1020,1158,1519,917
1203,1346,1623,3088
1158,690,1208,2406
1251,1811,1531,2698
10078,7703,11695,7104
1242,1559,1805,1604
1302,1150,1632,1857
3835,4724,4333,2846
1405,1270,2107,3466
1672,2033,1521,1653
2029,983,3005,4819
643,828,996,865
1558,1933,2161,2797
407,259,455,864
858,1080,1044,3484
780,979,647,286
132,128,437,300
671,536,1180,1398
2065,2186,2302,879
482,492,636,599
1203,1113,1760,3780
2120,3413,2850,3927
814,710,1088,996
1915,3224,2020,3526
1678,3223,2055,1397
2793,3834,4106,4934
1171,1463,1572,1265
703,396,868,1033
1344,3137,2008,1802
281,175,340,347
1243,2809,1688,1272
1258,802,1378,907
1169,2331,1521,1720
1470,1341,1592,991
1323,1433,1640,1559
5703,7715,6970,10037
1251,1680,1428,1052
2950,2553,4155,3273
3062,2190,3559,2890
1760,1958,2285,5343
625,616,741,1257
912,1422,1195,1246
1656,1445,2074,2980
1147,1693,1782,2766
2045,1899,2761,2403
1434,1100,1846,1499
1922,1143,1457,1555
2773,7630,2965,6002
3257,1787,3141,3433
133,160,298,252
3290,4449,3995,3714
559,1007,892,1897
1519,162,1474,2221
2425,3842,2215,2339
1107,1232,1225,1378
4250,2924,4522,2315
871,1181,455,619
1469,1012,2301,2232
1021,936,1763,2012
723,505,726,1004
283,241,352,229
1317,1396,1883,1955
830,1929,1106,1922
2247,2397,2925,3748
1354,1213,1457,2149
934,1776,1260,1856
609,588,709,1220
4272,6715,5127,7998
2402,1468,3232,3869
3180,2696,4566,4145
1675,3003,1853,1345
1262,1501,1310,2454
1627,1804,1910,1874
1714,3169,2301,2628
2716,2224,4058,4210
1805,1540,2360,2250
1083,2367,1207,1611
2375,2206,3696,2359
354,744,527,344
874,344,1422,1283
2920,3550,4033,3612
1064,1138,1163,1039
1356,2269,1411,2429
2311,4497,2429,1729
1299,4321,1422,1869
1272,563,1604,3712
1043,1552,1227,1391
612,427,630,862
566,537,801,1025
2851,1970,3714,4566
1076,639,1185,1124
1669,408,1862,3367
379,264,554,351
3322,1730,3492,5921
1344,2723,1711,522
1742,1350,2318,2129
1776,2220,2418,4257
1412,1219,1575,1404
1737,3107,2193,2390
1826,3965,1973,2258
3649,2219,4664,4068
1732,3037,2311,2122
1902,944,2626,1756
1361,773,1550,1794
2252,1139,2303,3396
1902,2367,1919,1329
1983,1844,1784,2118
1879,2798,1841,926
1214,812,1314,1657
1847,3297,1959,1165
2491,1222,2218,2666
1380,1416,2472,3890
3656,4010,5230,1934
1122,1473,1754,2163
1248,1671,1040,686
476,283,661,719
2826,3848,3235,3177
2316,3793,3049,2979
1797,1830,2525,3845
3018,847,3390,3463
1030,309,1196,1602
1206,904,1283,835
4062,11677,4575,7327
658,1119,608,857
601,884,645,945
2107,2049,2714,4511
808,319,1199,1248
1566,1728,2121,1613
1151,215,1722,3325
596,198,401,159
1127,2154,1093,1287
2955,2350,3478,997
718,1229,779,659
511,647,1021,820
2613,2599,3521,4615
1491,1297,1910,677
6247,4488,7797,8811
2092,982,2763,2131
1200,1826,1193,1110
194,211,213,104
1278,1319,1586,1189
189,184,213,241
671,1090,658,750
919,405,1187,1597
704,788,1275,1160
1185,1299,1709,2670
2492,3211,3265,2530
2578,2208,3096,3568
1941,2225,1977,1986
885,1503,1215,1248
2403,2606,2845,6763
1164,1246,1234,1253
2397,3358,3125,3844
1364,1231,1723,1403
649,607,789,837
689,893,788,1569
5075,2495,4691,6527
1223,2397,1469,1738
273,299,596,449
2059,1816,2856,2791
1058,2775,1154,1073
985,1796,1587,3665
2343,1369,2351,4036
1340,845,1465,1208
2817,1644,3776,6493
1595,2031,1530,873
1162,987,1394,1434
1518,2887,1573,2007
2470,1939,3049,4065
1118,1485,1531,1965
1694,3518,1851,1523
1078,517,1908,1781
425,383,864,1154
1781,2355,1683,2627
3637,1857,3815,2334
968,2107,1109,728
1366,1590,1307,1574
1079,1166,1304,2233
1782,1648,2642,3733
1628,3476,2328,3521
232,224,242,231
1992,3640,2552,2406
1826,1808,2576,4282
1449,1775,1887,2551
1219,2044,1700,2178
2235,1724,2618,559
2993,2981,3868,4671
2654,5182,3884,4870
367,585,540,713
1074,1847,1137,1531
1026,550,1180,1308
425,568,772,401
2153,885,2671,2124
935,812,1061,2929
692,448,638,786
3175,3548,3066,3866
3268,4203,3484,8189
1480,3532,1553,1116
749,214,798,503
1289,1776,1734,1344
3635,4018,4156,4539
1519,1469,1931,1488
2395,1532,2654,2321
1113,1198,1156,890
826,1228,1413,1752
2158,3146,2162,2749
813,436,1246,1051
1909,1817,2048,3195
1378,1763,1895,1736
2469,2232,3174,940
1459,998,1983,3783
443,399,564,682
1669,1494,2268,2993
888,525,764,594
2304,2692,2603,934
549,687,1249,527
2427,2740,2742,1849
783,1330,1053,707
1438,2183,1763,2349
726,2038,676,722
1453,2712,1395,1403
5017,10745,5851,1975
1936,4258,2336,2173
482,256,415,478
711,198,756,502
1734,1062,3171,3902
1549,1379,1660,1264
1289,1366,1568,1553
1334,2059,1200,1310
4006,2598,5012,8981
2207,4182,1862,1933
600,878,720,507
743,1007,756,517
4329,3941,5613,3205
1661,2595,1607,1297
2163,2571,2440,2144
1764,1564,2500,2848
865,1261,921,1059
2090,1959,3054,1325
2147,1187,2708,1183
1244,1202,1421,2542
2196,3940,2519,2016
2205,1938,2589,1817
1327,1509,1757,2046
441,379,610,1088
754,601,679,611
621,492,804,1582
1257,2093,1282,2135
1190,1563,992,572
1684,1073,1869,1843
2852,980,3275,5953
2657,3619,3338,5415
1916,1944,2664,2230
1745,2464,2214,3233
1948,1507,2362,1058
1760,2840,1867,2214
2390,3984,3300,4429
1026,637,953,1057
879,886,879,1213
784,660,1025,1071
1560,2076,2284,1854
1662,4120,2707,2013
1203,1418,1627,633
2537,4132,2365,1938
2816,844,2281,1913
4137,10088,5088,9204
1458,2249,1759,1207
1410,1167,1047,455
646,683,819,518
2227,4498,2386,1005
2039,2934,2028,1944
1390,1670,2468,3093
1391,2823,2265,1054
2628,897,3264,2101
1440,1237,1747,1587
1497,1181,1436,1286
959,552,883,848
383,363,506,318
845,386,978,1459
1029,629,1264,1995
2223,2312,2736,2731
1058,2203,1971,2903
475,531,631,806
2101,2154,2133,1973
4841,14173,5645,4809
678,594,1037,1013
1019,583,1324,1344
189,341,291,501
2250,708,2406,4265
451,317,801,231
2845,1388,2548,1709
2446,1762,2968,1886
1022,826,1235,1101
1436,774,1987,1773
2614,516,2926,2091
1188,1063,1766,706
1043,389,1146,947
1463,1188,1681,1685
1816,307,2548,1705
2256,990,3253,1296
4082,2407,5030,3287
1363,1077,1372,745
785,233,1291,1122
332,365,580,364
286,214,421,726
482,248,1132,1392
1598,333,2000,1569
1146,838,1462,1195
2846,1180,3384,1996
2488,1754,3072,3513
797,728,723,419
2870,2086,3835,2665
860,691,1147,1311
5590,2777,8007,6891
1085,618,1488,871
1569,1344,2388,2835
668,292,905,1389
1295,607,2007,1502
290,298,468,394
616,443,687,293
1020,553,1381,377
694,798,879,371
2759,1918,3633,3809
1941,1631,2427,2942
854,1150,831,663
1901,1193,2492,1211
729,732,591,739
1164,1273,1040,279
505,721,678,420
826,983,1273,1112
897,541,665,148
768,583,830,667
636,647,907,863
2155,2004,2490,2234
2419,1495,3382,2324
830,596,934,1204
353,146,487,599
511,390,526,275
767,450,564,555
1084,652,1459,382
835,324,850,1007
3448,5435,4198,5165
672,856,781,514
1771,2182,2537,1939
1459,2340,1895,1084
928,1516,1278,1129
1114,1192,2324,2506
546,921,1191,642
2903,3353,4124,4892
4954,3334,5292,5914
2282,2929,2571,2038
2325,2504,2066,1512
1982,5444,2550,2257
500,777,472,1773
576,753,886,715
1320,3506,1954,3106
1423,1386,974,1406
1011,740,1760,2088
1392,935,2015,1420
1040,1755,791,1135
611,767,808,199
2693,2094,3238,3741
2949,2465,3417,5425
1063,1171,1317,1200
1024,2205,1531,2072
1241,2093,1590,1484
3246,1201,4346,2932
1652,3624,2184,1671
982,2000,979,746
307,889,428,627
2673,2699,2830,3080
754,1541,651,423
1614,1031,2091,1447
317,486,495,368
105,82,188,246
1652,1729,1550,1317
1316,1389,1440,1044
1542,1942,1863,1747
2757,3614,4218,7054
3710,3389,5230,3233
487,348,562,967
4193,7158,5362,9400
2381,2228,2933,1288
2016,1328,3126,2675
3823,5410,4793,4831
569,1075,722,1562
845,1665,836,1226
651,789,530,467
3570,2626,4578,2894
871,1037,1116,1096
3323,3541,3726,3506
1510,1055,1621,1291
2488,4640,3571,4806
250,299,507,577
1941,1868,2403,2921
3020,2403,3444,3886
1360,2038,1428,1717
718,299,590,1030
1378,2625,1805,3438
2813,1965,3555,4643
1875,1671,2021,1394
1344,1751,1349,2800
1658,648,2158,1799
179,220,102,88
2043,1756,1544,1556
3577,6849,5276,2596
2562,3838,2680,2570
1852,2611,1622,1832
1431,2732,2140,944
763,840,935,1047
2432,3177,2281,1746
145,87,522,358
1479,1185,2050,999
776,685,1106,1853
535,560,411,63
3236,3310,4616,8536
779,1494,879,569
2770,3631,4095,4173
3455,9294,3997,5851
1561,1561,1979,3670
457,203,419,262
1207,1008,1097,2196
1202,2327,1718,2970
1913,3257,1856,2147
973,1017,1464,2511
1356,1374,1868,1203
2124,2258,1853,2011
2008,1942,2521,1808
1700,2928,2275,1780
2273,2805,2663,1619
1728,283,2213,2998
1054,1302,1406,1507
583,345,692,555
1939,2145,1892,3068
515,328,1005,1849
3773,4127,3730,3500
2156,846,2346,1024
328,522,358,462
904,1173,1229,1427
2584,3402,2897,3571
650,885,858,1054
797,1371,1222,2023
1104,1348,1404,1636
1205,2589,1446,1391
1965,1672,1963,2375
1944,3204,2220,3531
1633,2213,1555,2070
2840,4222,3601,2459
1180,1015,1828,1207
839,1167,826,683
1287,2171,1500,2055
345,407,221,120
1449,1328,2018,4345
854,1039,920,747
1349,2372,1443,1038
2007,3968,2139,2148
1294,1175,1789,1923
1209,2820,1428,1898
961,1660,937,670
897,1556,1829,3329
2694,1902,2338,1751
3230,5534,3779,2496
1006,1174,1171,1942
2171,1641,2180,1817
1072,607,1525,2070
542,443,934,1413
1194,1679,1683,1280
1797,2650,2223,1143
1094,583,1768,1343
1641,1611,2001,3153
3363,2083,4475,4667
4545,5394,5468,7251
1542,2062,2081,2760
2671,3443,2871,4273
1259,2566,1922,571
89,233,116,107
1259,1732,2722,2191
226,132,422,184
664,841,742,1316
1535,2013,1635,969
683,714,1284,1750
855,1280,988,1235
3017,2810,4457,4988
2414,2613,3056,4073
2902,2979,3827,3954
2875,3004,3334,1463
1741,1449,1846,1817
647,793,876,1343
972,1234,1498,1632
1373,718,1836,514
2762,4624,3391,2518
310,466,517,740
2257,2976,2641,6647
869,1035,1395,1519
1034,1024,1158,834
1096,998,1563,1250
1176,2014,1268,647
1631,3482,2307,2802
1423,1539,1803,4220
1731,2781,1758,1126
365,394,333,690
1877,2902,2220,2855
1931,5414,1825,821
3048,4440,3734,5198
263,240,409,261
1645,2255,2372,1208
692,1013,1099,1993
887,1290,890,528
2859,2386,3140,3108
248,350,262,544
1319,446,1247,1180
2349,5447,2972,5427
3961,5763,4966,3355
2080,4138,2567,2500
3339,5372,2727,3160
3770,5028,4820,2378
791,764,920,829
1978,2031,2086,1424
1904,2845,2089,1943
530,625,511,359
3007,4011,3160,4195
2080,3206,2501,3990
2628,3033,2845,2419
2248,2768,3027,1848
3080,3429,4368,6281
2782,4170,2703,3640
813,772,1538,2407
1984,2536,2010,1245
2604,2656,3204,3433
850,1011,943,688
1592,1383,1807,1112
929,1819,857,358
1358,1877,1749,1483
984,631,698,1081
1875,1492,2301,3895
3047,1714,4036,7868
1549,1798,1891,1906
2755,5899,2406,791
2397,1493,2784,5452
2377,3481,2854,3663
2586,6193,3643,4310
2294,3954,2310,3003
458,850,542,528
2780,1376,2561,3443
1112,812,1128,1034
1840,3281,2137,2393
3002,5262,3642,7445
1560,709,2457,3161
864,880,823,1594
2666,4407,3494,5927
1873,1631,1912,1337
1329,2223,1768,3249
2420,1914,2749,1785
3987,4527,5660,6240
2888,3998,3443,5301
806,1933,1153,1516
226,244,205,194
619,866,773,1416
916,533,865,781
1193,1066,1474,1270
1240,610,1401,883
1019,1058,1415,1275
2710,2779,3247,5535
774,869,1054,1063
518,424,854,1582
2542,3669,3173,5688
1718,3060,2092,2059
929,1809,924,534
1277,2717,1432,1000
3716,5005,4233,5119
652,389,712,1262
1768,1637,2206,2982
1896,2938,2402,2071
1247,808,1648,1994
1495,3861,1809,2820
2466,2459,2380,2211
905,1050,1012,939
2067,1880,1758,2557
2358,2187,2831,3260
1653,3481,2320,3778
106,190,202,61
1024,486,995,1141
1797,3633,1864,1021
2119,1958,2611,2246
1254,825,1387,1663
2542,2315,2925,3081
2347,3453,2675,2330
1514,2709,1238,2730
3857,2169,4547,2373
4116,6530,5334,5043
914,1728,1107,1502
1457,894,1740,1559
506,688,670,1097
1673,2473,1777,1490
1432,1328,1773,1108
3558,3125,4242,8240
1238,1391,1109,646
1732,1433,1993,3234
172,100,255,256
1714,1134,2104,1858
1168,1748,1630,1515
2180,2117,2802,1462
1860,970,2201,1162
1522,790,2220,2216
2884,5297,2976,3193
528,565,473,805
1599,2184,1908,3600
2241,3781,2157,3923
825,839,937,775
1173,2132,2005,1382
1142,2103,1062,1648
3289,9323,2884,2589
1297,2981,2027,1910
1805,2861,1432,884
2250,3466,2335,4655
631,847,833,1261
376,56,709,998
1235,1412,1854,2867
5123,5419,3707,3868
1559,1959,1839,1766
723,1173,1048,1118
3875,1729,4554,6873
1942,4044,2361,6771
188,236,365,246
756,1219,1054,2060
2697,3260,3437,6218
3053,7251,3458,3565
270,532,302,339
6433,7949,7462,5247
658,1443,389,502
1563,760,1683,3574
1654,1162,1802,2173
2938,4025,3301,2040
980,741,1353,1260
2643,4474,4047,2656
1788,3650,2463,1593
733,519,1134,1650
208,287,484,653
933,664,1453,968
709,330,1408,945
1766,2730,1908,1892
2101,2770,2472,2120
704,699,869,269
3089,5165,3148,2656
1635,1445,2089,2169
1253,187,1690,1425
632,504,660,312
394,418,694,407
811,1559,1137,1274
885,1730,1245,2053
1141,1185,1387,1892
733,1494,1163,2236
6366,2342,8117,12936
660,930,523,272
1299,2366,1729,1680
2345,3442,2174,1889
1109,893,1630,1198
2280,4350,3124,3391
1794,1645,2125,4299
1914,2219,2826,3990
1523,2428,1543,2773
597,466,728,917
1641,1823,1570,1159
988,981,762,381
763,1812,1169,2599
2930,5646,4503,2302
3288,5429,3972,4337
577,336,938,2274
503,393,843,1119
1193,1906,1840,1992
935,1572,1614,1065
448,494,490,356
2476,2135,3302,4871
1845,1181,1318,879
1603,2438,2157,2518
1391,1021,1620,2136
2217,1983,2428,4365
937,1322,1245,1034
816,571,704,479
712,540,668,876
3106,4073,2912,2189
3312,2813,3592,4361
1336,2700,1951,2389
1935,1584,2235,4782
4087,9267,4220,6154
1092,1034,1234,1788
772,623,1095,672
731,1292,1012,1081
1067,869,1651,2479
160,335,297,144
2956,3315,3307,2273
1282,1369,1629,1754
2422,1432,2893,2817
1137,2293,1473,775
1428,1092,1746,2159
2216,2102,2430,1578
875,526,1069,714
4687,6900,6050,8255
1448,2418,2047,1228
1393,2138,1706,1092
1970,2491,2051,1814
934,2374,908,1366
1203,881,1287,917
2342,3234,2743,2489
685,355,764,581
2178,731,2885,1512
2055,2287,2129,4167
934,742,1040,603
5655,4030,7095,14602
1213,773,1376,1188
2128,2391,2459,5200
2073,1397,2676,5536
824,532,1741,4021
1541,1696,1557,984
3566,3092,4480,4987
1934,2267,2599,2888
648,831,970,369
640,279,679,221
503,260,750,553
1183,1362,1634,1842
1507,881,1729,773
762,503,1080,365
5559,1001,5744,2968
1528,711,2125,1444
2457,3183,2704,1146
940,1108,1405,642
614,409,773,589
1651,1866,1669,879
722,343,801,169
2587,2167,2711,756
3637,1468,5308,3231
1766,1371,1790,1183
1810,455,2138,701
494,139,903,684
513,423,587,407
1058,918,1224,668
1170,738,1226,310
1223,353,1555,1187
2088,1463,2334,751
897,473,1178,740
615,208,988,420
1501,504,1825,813
618,342,913,379
1622,699,1501,828
2714,2658,2889,1083
1018,1252,939,685
2096,1180,2512,533
360,250,401,216
1377,669,1847,395
1373,975,1788,878
959,779,829,332
1025,164,1371,1025
1735,418,2364,1075
931,391,1340,469
1618,825,2319,1682
1130,623,1574,527
2117,828,2656,382
1104,636,1548,816
2670,2426,3363,1347
1548,782,1567,330
1572,1174,1596,351
4307,1760,4212,3556
545,956,737,178
1102,379,1632,646
1196,700,1563,1816
1384,570,1418,196
4449,5662,5416,2446
1187,699,1627,639
589,477,484,462
2312,1535,2140,668
2846,3848,2954,3951
3077,4194,3813,2278
814,946,1131,719
1621,2495,2061,3191
1201,2153,1628,2168
5642,2969,6382,12826
1702,1091,2008,1611
2115,1052,2238,2925
191,502,279,210
1575,4160,2282,1753
3245,2703,3882,2316
784,790,1225,1086
781,943,723,1089
1397,2108,1893,2061
2710,2197,3539,3015
1278,2353,1494,697
1595,2616,1793,2047
1177,2870,1651,2213
2142,1258,2451,3349
1750,2337,2083,1395
585,814,428,442
941,739,1143,1062
1376,1948,1388,2606
1976,3053,2323,2496
656,735,666,261
2781,6780,2750,3132
624,502,594,607
897,1162,1096,1565
485,587,513,1195
1680,2826,2291,2744
2759,1848,3319,2191
721,1089,815,757
5330,4477,6559,4322
1105,1491,1491,1485
567,747,1064,881
1468,1143,1823,3071
1809,1294,2235,1756
1136,992,1399,1496
460,416,691,481
1383,1299,2060,3171
3743,2631,4733,7734
1566,985,1886,1357
6950,5467,8568,8024
880,1242,923,1336
178,170,174,109
1717,3214,2001,497
564,660,761,444
998,429,1981,970
1139,2718,996,583
968,604,954,464
360,305,761,657
3019,4173,4151,5331
1568,1376,1937,2818
4020,3852,5376,3449
231,321,361,346
1146,1164,1522,2131
4265,5845,5577,4124
2230,3463,2182,2290
1702,4181,2625,1226
1007,963,1049,1905
1714,1946,2367,1851
1735,1624,1763,2496
419,652,500,778
736,568,1066,941
3323,4799,3049,2189
4482,7176,4991,2900
1094,2219,1161,1030
825,183,894,368
1488,2064,1862,1209
1810,1517,2148,2349
1597,1652,1478,2676
2177,1910,2618,2686
205,356,292,382
2301,3801,2856,2866
1761,2137,2134,823
854,1044,780,647
2567,1390,4280,990
324,742,154,270
1981,2205,2167,3345
1501,1289,2461,2008
829,2085,1206,1355
1357,566,1701,2162
1527,1874,2005,1808
16,59,36,38
2773,4021,3122,3724
1555,1249,1342,1820
985,1207,1153,2420
1015,1597,1047,1351
1993,3675,2205,4092
3042,5716,3871,3441
4204,6865,5099,4678
684,998,594,433
1131,1023,1072,1163
405,888,785,1191
1272,2402,1112,1495
4245,3709,5068,2122
914,840,958,887
1428,1733,1858,2425
746,2426,586,1287
2350,4349,2482,4593
461,183,531,819
1625,940,1891,2321
1696,2079,2157,1484
1150,2366,1445,2554
1384,1193,1487,2404
1521,1415,1643,1853
821,920,1533,1789
1011,780,1153,1444
2138,3156,2883,2690
617,273,838,807
1653,1460,2034,2122
901,1062,1060,663
940,541,1606,893
866,983,1295,501
988,1057,928,1645
1889,2171,2416,4584
2582,4087,3457,4354
821,1889,962,781
1802,1274,2460,2936
4916,5186,5832,9262
1344,2090,2073,1814
1470,365,2326,2187
2373,3784,3157,5317
1944,3485,2830,1150
1994,1487,2452,5823
833,1664,1206,1289
4222,9974,4410,2486
1233,2554,1788,2518
1073,955,931,1530
665,857,1170,2194
2396,6401,3290,3408
3157,2744,3602,2867
2296,2560,3402,3434
1218,1853,1388,2295
1228,1901,1528,987
1658,1997,1398,2626
926,2227,930,1142
2081,1685,2113,937
1804,2330,1746,2067
1183,2380,1532,1088
3137,4115,3457,4355
2563,2265,2968,5062
2261,4092,2827,3214
1118,2270,978,1408
604,795,1004,1045
1430,1101,1973,2984
707,370,872,915
3543,7308,4412,2968
3039,2652,2997,3107
3836,3921,3941,6811
2561,4382,2384,2839
1593,2268,2027,1859
1803,2570,2386,3240
732,479,843,581
438,706,720,1123
1104,448,1470,2306
2065,3066,2793,2136
1271,1025,1245,1258
331,202,479,182
932,643,1458,2721
2466,1957,2013,3141
5036,3407,5906,7498
1360,1106,1855,1692
1005,754,835,1647
2152,3879,2314,2014
1851,752,2517,3112
1532,1077,2106,3028
719,1584,942,1503
924,880,1269,1568
2097,5073,2416,3250
819,1716,1347,1144
496,478,502,594
674,822,653,536
3567,7780,4375,6565
3092,5529,3979,3955
1613,1927,1789,950
3157,4906,3658,5549
4998,3369,5474,6978
4759,5916,6042,5766
2621,1545,2882,7398
2523,2218,2941,2971
96,161,323,466
754,865,1159,778
1875,5275,2618,3078
774,1258,932,1105
580,1037,708,804
2359,2960,2061,2346
1328,690,2515,3430
3951,1453,4755,12533
998,1293,1028,1054
1477,2440,2310,1619
3123,10101,4276,4733
2867,2864,3888,2019
2465,2208,2526,2280
683,1111,897,1005
2290,2510,3083,5762
1419,3078,1406,3220
1970,3101,2456,3790
1265,1467,1460,1423
3244,6959,3651,4579
1998,3797,2621,3466
1869,2916,1473,494
4137,2996,4485,6070
454,86,565,658
2417,5759,2510,1266
1876,1199,2109,1340
2353,2433,3384,2153
2014,3682,1886,2986
1116,604,1167,1957
2644,4293,3146,2257
3540,6100,4393,1589
2467,2246,2830,5013
1633,2481,1544,2507
651,636,1002,1736
265,658,315,147
1852,3442,1784,2003
1299,2681,1481,1215
1962,1636,2150,840
2902,2243,3880,3445
460,310,767,436
1295,2277,1771,1620
972,674,1640,1588
3794,3388,4134,6213
593,1011,1239,1607
1166,1644,1283,1702
4856,6096,5439,4855
2855,5056,2748,1655
1874,1597,1989,2628
1920,1832,2297,2713
2104,3678,1783,1781
1821,4242,2178,1118
851,795,1649,2782
1459,1435,1608,365
796,690,738,511
625,1507,580,608
550,461,773,1351
1301,1167,1739,1563
671,986,881,1433
1725,1540,2523,3338
162,140,371,196
2470,1442,3482,4066
1939,2551,2365,1649
1795,819,2214,2424
1338,2753,1285,1126
2450,3115,3775,4033
2692,2513,3384,4351
2987,1279,3672,5438
1321,989,1306,1598
3814,7636,5536,4880
580,865,813,1085
1504,1959,2112,2590
2916,5368,2818,1921
890,1670,1219,2291
2359,1136,2480,3219
474,209,625,813
3142,2259,3669,4036
1076,1517,1616,2749
2204,8095,3034,2896
727,1443,1074,2018
626,968,1096,955
192,183,376,297
1670,2227,2111,1712
2064,3377,2432,1829
4073,3717,4060,3689
1003,1050,700,1009
1586,1986,1568,847
1707,1093,2376,2991
1501,2558,2157,1127
2070,2463,2460,2838
4270,6971,5251,3275
2933,3425,3546,2409
1465,1399,2355,2213
2752,1372,2532,1254
3342,2289,3735,4609
2523,4141,2178,2701
1953,3972,2129,2934
3222,6982,3981,6462
1784,2012,2636,1953
540,1099,542,749
3317,4038,3758,4066
1937,2349,2521,2089
233,228,473,184
491,774,565,307
839,757,928,1339
1599,1274,2438,2351
2045,1690,2021,2012
2688,7380,3544,5525
332,443,531,1279
986,870,1747,1158
1236,1443,1581,1998
1232,1395,1235,1072
776,684,949,2262
2102,1159,2209,1786
1750,1436,2282,1697
2200,2447,2568,4868
2648,3726,3338,2863
3104,4079,3632,3563
3428,4262,4292,2767
623,405,703,537
5881,7641,8097,9351
1971,2349,1650,1715
4132,7423,4467,4949
2487,909,3174,5981
2601,2000,3343,2730
